polarity,text
0,I should have went to the crowded ass bank when I got off. I have NO pesos in my wallet  ill go first thing in the morning.
1,"@LaurenConradx3 I'll let you know in 10 days, but no doubt it will be soo good  im so so so excited &lt;3"
1,actually had a pretty good day. Dallas tomorrow for Tour Rehearsals 
1,@yelyahwilliams I second that motion. 
1,loves it when people her age say they still don't know what they want to be when they grow up because neither do I. 
0,"grr, latelatelateee! i have to shower, then get ready and leave at 10:15 to get into school. i FUCKING hate ittttt.   catchyeh #mcfly xxxx"
0,"@tristanervin  Ad and I were at Target, saw a large woman sporting camel toe's ugly sister...moose knuckle. Think about that.  "
0,"Bah, still no iPhone OS 3.0 available from the Indian iTunes store!  http://twitpic.com/7ot6s"
0,Feelin juss as SALTY as when I went to sleep...  Damn ***s....
1,@franalations i left my corona on the table and i didn't throw it away :/ sorry my bad yo! its not cold but someone can have it 
0,@xOxOjennatoOr frooooog :'((((((((( i fckn miss youu  where have you been trick
1,@jessicastrust morning 
0,@Wes_Mantooth I probably would never call her again  Sorry.
1,@kyle's body thus why we call @kylesullivan fat kyle. 
0,Didn't get too see Shia today    Maybe next week???
1,On the way home. All is well 
1,Hooooome! And painted the most kick-ass abstract painting today! Soooo using it as one of my final five pieces! 
1,Cheesecake factory with my favorite hoes  what a way to end the day!
0,"Just paid my credit card bills. Totally paid off, but really poor this month "
0,"fack, had some coffee and now i cant sleep. i have school tomorroow "
1,@iamnatassja Thanks 
1,@skittlelipsmack ur so long na ther trish wen u coming back??? 
0,wants to fall in love..........      
1,@dawnhallybone  Run rate spreadsheet would mak nice modelling exercise for KS3 - much more fun than school discos!!   #cricket
1,@Noway57 Yeah..enjoy yourself for the semester break..haha..after that back to studies..hmm 
1,@CaTaxRevolt The nice thing about being clean and sober is that no one can accuse you of thinking like an alcoholic or a drug addict. 
1,@RICHIZFLY and for the records u dnt got me..ur still pushin like the little engine that could! lol 
1,@billiesimone that means its growing 
1,http://twitpic.com/6t1oe - Everything Starts With A Devious Smile. 
1,It's a wash/cleaning/get stuff together day... followed by afternoon in the park 
0,not going out tonight cause its raining 
0,"@luke not getting enough sleep and letting emotions get the better of me, I want this day to be over already "
0,Ahhhh!!!!  I totally forgot I left my window down!  It looked so nice outside when I got back from lunch.  
0,"Re-injured my hip yesterday, and spent much of the day in bed.  Feeling a bit better, but that means it's crunch time to get caught up."
1,@roob47 - simple roob - just enjoy you day 
0,going to do somework good night tweetheads 
1,thank you to @Natalie_Brown for helping me get hold of @kirstiealley - well ALMOST there I am sure... maybe should use CAPS 
1,"@adamoc how are you today, ot hot hot again  Was thinking more the other way, about advertising on one of them ."
1,@noaheverett Your mom picked out Taylor Swift for you? Pure awesomeness! 
1,"@the_nikster Haha, alright. "
0,Bright and beautiful day.  Seems odd for a Monday...  Probably means somethings going to go wrong.   
0,Unable to use my MakerFaire tickets  ...  so I have two spare  ...  anyone want them?
1,@JoanneNatasha If you're not in pain you haven't done enough. 
1,Eating unripe mangoes. lol It's my favorite! 
1,Is Modi a diabolical creation of CIA to ensure votes for Congress? Each pro-Modi voter creates two anti-BJP voters  #IndiaVotes09
1,@rmilana I'm OK sis  You're always welcome - that was a great quote
1,mmm transformers out soon  i hate tht they spend way to much money on it
1,Forums back up!  barely a blip...  
1,yay for short weeks 
0,"@williamrast yes, i think so... twitter will be down for one hour for maintenance.. "
0,Aaasaaaaaargh recital orientated stress. No more oboe please! 
0,Today feels like a long one 
1,Watching the sub rise 
1,"@tommcfly Hope you'll reply to @steph_davies and @trishababycakes. They love you! And i do, too. Hahaha. "
1,About to see wolverine finally 
0,my essay won't attach itself to my mail. will try again tomorrow. 
1,check out my new blog for bleu soleil. so excited i finally have a place to upload my stuff: http:://bleusoleildesign.blogspot.com 
1,http://twitpic.com/6bmpl On the road to alton towers! 
1,who's your favorite author? - i like Paulo Coelho.  http://tumblr.com/xwj1rh3pq
1,"Just got up. Wow, eagle vs. Shark is an amazing movie "
0,11 hours today. Why aren't I at PCN? 
1,got a few errands then tryin to hit the gym then its work...a new week thank GOD i only work 4 days a week 
0,I had to create an account to get info for school 
1,Watching Australia's Next Top Model 
0,"My free month of call display just ended, why do I feel an emptiness now? "
1,@stephenfry Welcome back Stephen 
0,"work sucked, like always. super tired now, and my allergies are horrible "
1,"@boggis1  why limit your story to 140 ch. Tell all what is annoying you at www.iamsoannoyed.com ,it will help relieve your stress "
0,@Devious_D no  LOL
0,"That's what you get when you let your heart win.  âª - NÃ£o gosto de Paramore, mas essa mÃºsica diz tudo."
0,ARRGH! no more guitar for a few days.. cut my little finger while attempting to slide it along the entire length of the neck.. 
0,really doesn't like having to go to work in this weather 
0,@chickwoman97  im riding the highs and lows of moods now.... chores blow
0,@joeymcintyre With my refunded $225 (Australian ticket price) I bought me a hot pair of brown boots  Woulda rathered seeing U any day 
1,Taking a nice relaxing bath in my friends hot tub while she makes us dinner. It's nice to have friends. 
0,Had a good day at the zoo.... But lost a koala 
1,Just discovered that Jaaiii Hooo means 'May Victory Be Yours'.  I like that 
0,i just want to give up 
1,"Victoria is soo beautiful. Feeling embraced by the hippy population, feel at home "
0,OMG Public Restrooms creep me out.... They are so nasty... Eww but I really have to pee  pray for me....
0,@t0r0nad0 I really wanted to go see them but its on a Wed here and that's a weird day for anyone 
1,Best of Youtube: THE BIRDS &amp; THE BEES: THE BIRDS &amp; THE BEES  SUBSCIRBEEEE  &amp; leave a comment/make a video tellin me how u fou
1,Excited about my phone bein fixed!!! 
0,"Its my birthday, and I still can't walk after my operation. I,m in a bit of pain  next birthday will have to be amazing!!!"
1,@HunterParrish you are so talented. I absolutely love weeds!!! I would love it it you followed me! 
0,"@coseyfannitutti I wish we got real bbc instead of the American version  breaking bad sounds good, like a  poem-perhaps will work on that"
1,"hey guys this is @theofficialemma and I just wanted to say sorry , my brother changed the password bye guys love you all  - good night  xD"
1,@MszWallace yo i love that songgg  haha.
0,that was the worst sleep I've had in forever. 
1,@VanessaRain its summer  you don't need it.
0,@sofiesunshine yeahh! what a coiincidink. badtimes  x
0,@foreverrlove Awww...I wanted to cheeeeel with youu 
0,@itsJenMancuso transitory phase  it's still pretty blonde tho.. but it's a bit streaky which i don't like.. but soon!!
1,@Mechanical_Mind It's direct from Medion though! 
0,@dvirreznik but then again - now I want to answer your twit in FF to create a thread. 
0,atmosfer gw brubahubah .. jd moody gw  http://plurk.com/p/12g6h9
0,@Tickled_Pink08 thanks little ashley @pretty_nikki laughed at me for asking what &quot;ping&quot; was 
1,"must be doing something right, I have haters "
1,@ImTheQ oh my... what a surprise (she said weakly). THANK YOU muchly. 
1,Good morning and a beautiful one is it  todays scripture is 1 Corinthians 2. I'm going to start providing a link as much as possible
0,Test drove a 370-Z today... I swear they're made for people shorter than 5'5&quot; 
1,And @tapps has touched down in London! must get to arrivals before she does 
1,"Just woke up, time for breakfast.  "
0,"@AnnaSaccone yeh hes lookin after me, just gone2 th gym. im jobless too  im only freelancing and its not enought! being an adult is hard"
0,Back at work   Enjoyed yesterday off!  Almost made me think about being a stay at home mom! hhhmmmm
0,I knew i had sun stroke! just got sent home sick 
1,if you havent yet  check out Porcelain and the tramps they rock !  fuck like a star &lt;3
0,"@tommcfly please, next time you'll be in porto alegre bring me MANY kit kats because i love them and there isn't a place to buy this here "
0,Today i have a mixture: Headache+Lot of work+Enrique Iglesias&quot;addicated&quot; 
0,AND I'm dreading Monday's race... I definitely won't be matching my 1 hour 12 mins record again!!!! 
0,Fyi. . . dont act a friend when you cant even anwser a simple text or phone call.   bum.  
1,start work on monday! and I get to see my baby gurl! on friday.  in good mood and I think today was a nice day in vegas.
1,"Download movie  &quot;Sex, Lies, and Videotape&quot; http://tinyurl.com/cjv9qm cool #movie"
1,@wavetwit good. that's why you haven't seen me tweeting 
0,Back to work again 
0,i have just witnessed a comedic (is dat a wrd) masterpiece from Cedric Da Entertainer. Fathers day 2moro n ive forgot da watch in Btown 
1,@stefanycury aonde se viu o ibope? 
0,blah blah blah ugh so many ppl talking to me and none of them are mickey i freakin miss him 
0,I have to wake up at 5 jealous?  dang
0,Hates this freezing cold! I want my hot weather back   
1,@stormey09 welcome back..hope you had a good evening..i slept through most of it 
1,"@awaman sort of. kind of. not really. but, it's nothing to worry about. "
1,@the_risen: Filhaal e-mail mein sab bhejo 
0,Monday morning and no coffee again. What's up with these coffee machines? 
0,so happy I survived the crazy thunderstorms last night 
1,Can't wait to see Pink in concert! 
1,@bigdaddymerk its good to find regions you can go to to relax and unwind. important for the soul 
1,@Hecubah sounds like fun  creative colors and all that.. 
0,@praxxis im a newb again!! 
0,nicee day  but i missed my sister @PoliBinder! 
1,"sleeep, thank god. brunch with loverboy in the am "
1,@Lenqa ouuhh HBO Comedy nemam.. my vobec nevieme preco nemame HBO   cozeeeee 41sme??? waaaaaaa to ako sa podarilo!! 
1,"@phoongdan INDEED! I'm a huge fan of soccer lmao  We're so awesome, we watch football tehe *hi 5*"
1,Hoping to go out soon n get my new dress 
0,"morning, throat still hurts "
0,@ruttski oh okay  will we be able to save our replays to hdd @ fifa10? i dont think its that hard. nhl09 and pes2009 can do that also ...
1,I love Dylan and Cole Sprouse  they are so hooooootttt 
0,Today is going to be hell 
1,Is waiting for first night jitters to set in. And looking forward to going to wdw for a week starting Sunday! 
1,@pinwheelstars great if I could make you happy 
0,reformatting the design of our apartment aka switching bedrooms and making a studio. Wish I had help today. 
0,i must have been bitten by some mosquitoes. My arm looks like it was attacked by them. 
0,"If CSULB closes 2 Fridays a month, what's going to happen to my Friday studio class next semester?  http://bit.ly/oYwga"
1,@EllisRJones keyyyyyyyyyys  watch NEIGHBOURS!
1,"@Stewie_tunes But Snakes's dead so they can't make another game bout him =/ Plus,Raiden's a lot cooler these days "
0,@eddyizm Do you not like turtles? 
0,My car got hit at a friends house. 
1,@x3Ashley its 7:15 am here  im getting ready for school ;P
1,@shoonuff_1 lol! i lost mine...have no idea how 
0,[-O] I wish Dolly Parton had a Twitter!!  http://tinyurl.com/n2kgdw
